item_id;vectors
970;-0.0715991|0.036435146|-0.085133076|0.025972446|-0.01976037|0.0749162|0.14312519|0.17894554|-0.072945215|0.16444187|0.048581943|-0.22971621|-0.007053356|-0.05716611|-0.09861201|-0.16048828|-0.027100382|0.18066697|0.050618116|0.044876628|0.1453661|0.23766805|0.15972233|-0.033104718|0.10474185|0.033007767|-0.09345757|-0.106871076|0.02726079|0.23036377|-0.15090714|0.033482883|0.02399487|0.05954395|0.05315162|0.016080478|0.076242104|-0.08185156|-0.0095406035|-0.0014318128|0.080966495|-0.030965894|-0.11074707|-0.038571194|0.04943134|-0.1573309|0.0037013525|-0.0017992835|-0.0563174|0.03216432|0.015927106|-0.08439937|0.104442395|0.050772075|0.017415747|-0.06875366|-0.04024448|-0.12003897|-0.10785436|0.05039709|-0.07325002|0.0832298|0.14996934|0.02967544|-0.026290575|0.102800146|0.012810921|-0.067483|-0.050715804|-0.0026066913|0.03120146|0.048920732|0.047567993|-0.07429529|0.12888224|-0.10575985|-0.06470844|-0.16364968|-0.016245859|-0.06747063|0.12096104|-0.13660249|-0.06253831|0.041637752|-0.049126837|0.014894809|-0.042813223|0.08469745|0.09961636|0.1620328|-0.03216765|0.11449072|0.05973132|0.029028768|-0.03673408|0.108584456|0.021988705|-0.13164173|-0.018720195|0.10779972
971;0.038351607|-0.037303347|-0.008999479|0.0050138654|0.028142838|0.021714339|-0.017401723|0.10006015|0.001571874|0.045293845|-0.11092304|0.064531036|-0.13265292|-0.058426064|0.10605871|-0.08698093|-0.044209708|-0.02452649|0.06264905|-0.050413653|0.011100436|0.08662528|-0.027301902|0.007946639|-0.016456584|-0.16215675|-0.08003766|0.10361052|-0.028284783|0.003072237|-0.006411532|-0.015579951|-0.07985273|0.0030627945|0.012009775|-0.078027375|-0.071678706|-0.0856943|-0.027511813|-0.069385335|-0.02407032|-0.123229235|-0.039932016|-0.069468014|-0.0075278347|-0.063709915|0.054921668|0.03358132|-0.06422042|-0.09459578|0.14813264|0.049961578|0.0015455234|0.023457065|-0.05411079|-0.09566746|-0.039246213|0.06668852|0.042868156|0.056256115|-0.033263266|0.04466794|-0.015519022|0.113783054|-0.019554526|-0.08182518|-0.07780636|0.011055644|-0.08784671|0.028585335|-0.040181976|-0.019194331|-0.015420447|-0.0022254454|-0.031859826|0.011263975|-0.01373514|-0.024317024|0.036502466|-0.037085038|-0.05187598|-0.11445218|0.04189477|0.025522811|0.025128743|-0.07016527|0.017416216|-0.0023902731|0.041140687|-0.008730912|0.009251677|-0.054368895|0.092127085|-0.05931957|0.06331195|-0.09337445|-0.0780708|-0.096203506|-0.036048777|-0.035758685
972;0.06311882|0.10054785|0.03803265|0.023952529|-0.068333514|-0.05660122|0.04448165|-0.037321635|-0.05884498|0.13075742|-0.050804485|0.118027605|0.011778344|-0.07196862|-0.07783738|0.010900494|-0.17412771|0.05323422|-0.009904656|0.008675731|0.03257419|-0.039856914|0.08067394|-0.06808796|-0.025616737|0.017665138|-0.083981276|0.07616674|-0.01198221|-0.036479395|0.048774853|-0.022953155|0.016271416|0.016185697|-0.14885496|-0.057773344|0.03925256|0.021123894|0.004023192|0.02709983|-0.09114741|0.099981226|-0.040486455|-0.01842655|0.031454608|0.014930485|-0.032321956|-0.099530295|0.119174115|0.037904933|-0.07471311|0.037755582|0.050897587|0.014305082|0.06365836|-0.054308526|0.2366819|0.14572847|0.02874348|-0.071514785|-0.02696839|-0.15709437|0.012854313|-0.02704538|0.07822338|0.009600512|-0.033041015|-0.0127190845|0.088255286|0.05595004|0.05672006|0.1173429|-0.043689422|-0.13202229|-0.13116178|0.13912418|0.015754482|0.038558427|0.04822957|0.017540218|-0.04564744|-0.01181887|-0.06624461|-0.025518242|-0.13382727|0.0030396443|-0.062495112|-0.07495536|0.13621002|0.058356375|0.023548141|0.0073795556|0.00016559003|0.027366303|0.08436472|-0.1458976|-0.0994149|0.11005271|-0.007491465|-0.01464005
973;-0.054707788|-0.030212509|0.055930797|-0.044136103|-0.047400016|-0.06407639|0.044718623|-0.056637995|-0.022028873|-0.010868987|-0.05004237|-0.041697368|0.09621176|0.04898345|-0.08179804|0.020798344|0.048195425|-0.03570472|-0.017687755|-0.08999157|0.07228794|0.13922949|-0.007630425|-0.1018615|0.005589076|0.0030010238|0.0979835|0.015882906|0.019460848|-0.016938804|-0.13694976|-0.11981514|2.56298e-05|-0.18329756|-0.19233748|0.084783725|0.061831478|0.08290886|0.018037667|-0.06375418|-0.13612117|0.044225637|0.0550311|-0.015842186|-0.0031987436|0.13896365|0.024270467|0.12520027|-0.060912263|0.108290635|0.13204052|-0.15544134|-0.09047731|0.016168151|-0.16070427|-0.033929896|0.02575858|-0.10858962|-0.04479879|0.03387343|-0.109471455|-0.048593096|0.18155238|-0.090509534|0.0047408054|0.03029766|0.039674185|0.056892492|0.006520167|-0.055027485|0.15534067|-0.10913166|0.09258878|0.117939584|-0.08895208|0.058036793|-0.09006019|-0.10603311|0.047442175|-0.05237904|-0.08917048|0.0424275|-0.038108483|0.14325337|0.007460927|0.0876983|0.115115695|-0.1864805|0.032358143|-0.07810858|0.119526185|-0.018024744|-0.18620574|0.0055200234|0.0050050076|-0.13045937|0.040941942|0.09705849|0.030568782|0.20782799
974;0.15096699|-0.019793006|0.10605097|-0.10935619|-0.00065844733|0.092990294|0.024989445|0.046780374|0.010525795|-0.17272393|0.030543983|0.035336114|0.09455835|0.07018057|0.035323523|-0.09284959|-0.054812666|-0.08563174|-0.1018619|0.044831917|0.045807272|0.00028708356|-0.12389794|-0.011574568|-0.07140603|-0.060256273|-0.008801614|0.069962956|0.1368682|0.0808401|-0.166019|0.039700195|-0.013780426|-0.024297686|-0.15671335|0.043233328|0.056647897|-0.020402031|0.09256996|0.1074331|0.09555013|0.015268732|-0.025652733|0.02883456|0.03049057|-0.040799074|0.06502674|0.015690021|0.05304672|0.04239094|0.05738335|-0.121934146|0.06855831|0.033575255|-0.117188945|-0.07418151|0.14361095|-0.05286097|0.061991345|0.05006592|0.0076125073|0.0706491|0.011851702|-0.12499801|-0.08682216|0.07506587|-0.11741057|-0.18845145|0.03487767|0.020180043|0.07307705|0.08758216|-0.08021037|0.074966215|-0.042635933|0.03571866|0.073578306|0.026482388|0.042177953|-0.03257176|0.004850444|-0.034692556|-0.003412324|0.040345788|-0.07404861|-0.17073265|-0.022831114|-0.095486976|-0.13291837|-0.20151219|0.16517633|0.038219515|0.021365652|0.03435876|-0.013848367|0.059228208|0.047812905|0.02034849|0.061796434|-0.02452049
975;0.021187637|-0.04560325|-0.13836105|-0.043374013|-0.067732915|-0.021362629|0.08944491|-0.08029182|-0.014530475|-0.007027631|-0.014278264|-0.027517071|0.051210966|-0.08480826|-0.07266187|0.09297356|-0.068844214|0.034863967|0.06850605|-0.17113763|-0.037827596|0.052656237|-0.13546558|-0.07325768|0.061420348|0.031840038|0.00072898273|0.048119366|0.09428264|-0.0011383828|-0.03327337|-0.055839755|-0.081126474|0.015666796|0.0023263716|0.050000187|-0.07301894|0.018692637|-0.106170386|-0.12700064|0.11020094|0.016312135|-0.14701834|0.05388196|-0.15524216|0.009284449|-0.057239357|-0.119723864|0.01832707|-0.051710315|-0.009251315|-0.06283233|0.031183742|0.009374719|-0.021423012|-0.04328869|0.08346797|0.007792046|-0.072974175|0.06690343|0.0124596795|0.13720483|0.07857189|-0.048000578|0.0758796|0.036746413|0.10052588|-0.1612427|-0.022369038|-0.066305034|-0.08898004|-0.05484112|-0.07271772|0.026424592|0.0430941|-0.12009061|-0.10177629|-0.008505181|-0.0370436|0.07117465|-0.0060410155|-0.06834517|-0.018348908|0.110211276|-0.13226393|-0.069470935|0.006422419|-0.067103796|0.024763616|0.027935825|0.061635364|-0.08950704|0.121695355|-0.08641206|-0.106560215|-0.051745713|0.078208566|0.02967476|0.093179345|-0.068784945
976;0.0136757|0.10979096|-0.052979026|-0.049313363|0.049939573|0.09438469|0.07463639|-0.059895333|0.03527365|-0.12883699|-0.022941858|-0.12478341|0.05147635|-0.07579358|0.118230365|-0.055469632|-0.017950492|-0.06566847|0.020946069|-0.08906916|0.019323139|-0.10940302|-0.11013205|0.09086936|0.049240895|0.1641262|-0.009524908|0.06601671|-0.013021467|0.0016329987|-0.05317289|0.09834033|-0.0035411348|0.082326606|0.099006854|0.10377146|-0.052178394|-0.07845278|-0.019102115|-0.016277883|-0.045022804|0.012150584|0.036832538|0.039853197|-0.08541379|-0.037285525|0.01075405|-0.09524669|0.07244323|-0.029568663|-0.053820614|0.058911823|0.0100244135|-0.08896055|-0.018921692|0.04394636|-0.046378594|0.097323984|0.021807667|-0.17364837|0.060469627|-0.057335146|-0.06153129|-0.119001664|-0.0013048726|-0.07048476|0.08559262|0.045822915|0.02187044|0.017713623|-0.069410495|-0.14609681|0.12300397|-0.14878462|-0.04637878|0.065162756|0.035247378|0.08803905|0.12783547|-0.009509976|0.04516117|-0.10983481|0.14667447|-0.1149616|0.013069738|0.0054128966|-0.021870308|-0.036623854|-0.031937357|0.09075401|-0.016365778|0.12740353|0.052845545|0.035841808|-0.011928422|-0.06864313|-0.06097542|0.10233967|0.013609068|-0.04747989
977;-0.013420363|0.12304747|0.057757933|0.056499705|0.054046|0.10885315|-0.028070435|-0.11193462|0.031532492|0.0146317445|-0.08868205|-0.0016848011|-0.04720706|-0.087717034|-0.07524471|0.017841611|-0.054808166|0.124982774|-0.039672293|-0.08112792|-0.042498413|0.015536133|-0.013498897|0.018547514|0.108201146|0.013197651|-0.03039318|-0.0042666686|-0.12581405|-0.11840281|0.022258265|-0.05352355|0.04143383|-0.083209574|0.038700506|0.11231834|-0.053724524|0.1398111|-0.032957897|-0.29246783|0.16134784|0.12870218|-0.042486444|0.10504932|-0.015697155|-0.044263955|0.10467031|-0.0012519018|0.062681794|-0.0037324757|0.012934996|0.018081956|0.025575198|-0.096452415|-0.026480308|-0.064836785|0.07015145|-0.2321559|0.003232222|-0.056226723|-0.064924695|-0.056731567|0.02735184|0.14360312|-0.15328217|-0.14650346|0.110877484|0.1786194|0.16751635|0.014896357|-0.108210474|-0.12999277|-0.055727527|0.046046842|0.1297883|-0.026902355|-0.057430297|0.062203813|-0.014579351|-0.02286961|-0.039621543|-0.122753285|0.05997135|-0.080704704|-0.18766102|0.048956256|-0.036836553|0.016561147|0.017062379|0.06459081|0.0615047|-0.19924246|0.12508635|-0.044130232|0.07079332|0.1563266|0.072885945|0.05912163|0.0951744|0.08116487
978;0.08140855|0.043958824|0.046482164|-0.032440744|0.045076013|0.032588586|0.02985672|0.150746|-0.1801937|0.042438008|-0.0855745|-0.010636927|-0.05434961|-0.09916516|-0.014369194|0.0972613|-0.17329386|0.068961956|0.014521169|0.011002941|-0.07457042|-0.050443377|0.010198505|0.015637573|-0.029239897|0.1678887|-0.06529531|-0.050597854|-0.082172394|-0.09658649|-0.047631733|0.05780854|0.117562585|-0.045665976|0.14065869|0.0066869184|0.09870024|0.002342246|-0.071149066|0.06147649|0.0042898054|-0.19217768|-0.010893726|-0.052361183|0.12233328|0.0004543925|0.0074794786|0.03669473|0.046314932|0.03201871|-0.0339934|-0.002127728|-0.008776493|-0.04800757|0.045138557|-0.050506435|0.0804673|-0.017960142|0.08126486|0.019498589|0.09091971|0.01042942|-0.10387401|0.036694515|-0.04853149|-0.0780175|-0.06375108|-0.019752553|0.057157747|0.030376535|-0.020143593|0.10452301|-0.036419246|-0.069100656|0.06835439|-0.014888969|-0.013853432|0.09206044|0.039252773|0.04330568|-0.11861252|0.059560165|0.043049686|-0.049571097|-0.07397245|-0.05001483|-0.029879732|0.069579914|-0.045495465|-0.16533723|-0.04461215|0.13839673|0.02945358|-0.047761794|-0.09566468|0.0074981563|-0.14956404|-0.014550356|-0.072932094|-0.16281806
979;-0.10232334|-0.040026985|-0.108361796|-0.016223468|0.07551124|0.04695602|-0.13145216|-0.1334652|0.031879228|0.039026942|0.08543212|-0.157616|0.13266814|0.00543874|-0.09245292|0.0134497965|0.12795618|0.0605981|-0.06145111|-0.048990373|-0.008484782|-0.073426016|-0.14335293|-0.019402348|0.08047045|-0.033403624|0.018739399|-0.0123452535|0.0528689|0.022240303|0.042385664|0.035078514|0.20420393|0.066720866|0.0119016|0.014110201|0.009946356|-0.007005333|-0.10521192|-0.0072657866|-0.066338375|-0.13335934|-0.06575383|0.09943001|-0.027815154|-0.12896208|0.06655816|-0.08198053|0.12375532|0.0711998|-0.10582174|-0.19880797|0.10265517|-0.0044669467|0.087884665|-0.10611051|0.046484396|0.07844418|0.08508784|0.02631159|0.016284198|-0.0796646|0.05695331|-0.12698981|0.09429952|0.02673434|-0.0044503724|-0.036640573|0.035260845|-0.047227662|0.14131217|0.018603984|-0.1191804|-0.012888169|0.047106374|0.026935846|0.047221966|0.025188759|0.05616061|-0.0090913|0.052377332|-0.004685861|0.0022957188|0.030063512|-0.072156645|-0.0120693715|-0.03541057|-0.070807554|-0.004596014|0.079670824|0.0016690572|-0.03139729|-0.0017364813|0.02951393|-0.021375928|0.069726735|0.07261482|0.02306359|0.071875684|-0.12001417
980;0.09979179|0.034749784|0.0506677|0.003960244|0.086311944|0.14505212|0.019297054|0.04426146|0.047586698|0.13288249|0.0012479159|0.0950273|0.054481268|-0.055619873|-0.042503957|-0.04653397|-0.021659423|-0.04176606|0.11097651|-0.037536833|-0.035987124|0.036456432|-0.01354031|0.11732083|-0.009449225|-0.07688224|0.07712495|0.031141523|-0.075294875|-0.030181427|0.08057255|-0.02452271|-0.10203093|-0.12679252|0.020341992|0.026273966|0.04286885|-0.029452212|-0.051818848|0.004238124|-0.032179583|0.043272354|-0.056324735|0.062568605|0.05830076|0.04239315|-0.15186378|-0.0027733622|-0.16719607|0.10414107|0.004345135|0.032426577|0.07961918|0.05640148|0.08731801|0.023766398|0.006078617|0.018796867|-0.05648153|-0.13118517|0.04612172|-0.017053088|-0.038549308|0.08106383|-0.001724188|-0.023341943|0.027663004|0.014511948|-0.04196874|-0.030980844|-0.11198217|-0.048870288|0.081833586|0.011998306|-0.043681122|0.08617864|-0.05479778|-0.021207754|0.044266317|0.018764744|-0.09053793|-0.07533378|-0.08345652|-0.01764414|0.0018330266|-0.06332765|0.009377347|0.020425562|0.04711426|-0.0038177439|0.032277703|0.0647791|-0.052624203|0.029931609|0.05464624|-0.11929186|-0.055595394|-0.07336387|-0.011941474|-0.041332487
981;-0.013324759|0.16454785|0.030448975|-0.03574058|0.0456408|0.12769653|-0.07450265|-0.031247608|0.024072278|0.014259369|0.1662759|0.057957355|-0.020029642|-0.0109829|0.052034426|0.003858038|-0.07379682|0.133798|-0.2274217|0.11344034|0.026188102|0.023888528|0.053003002|0.08409551|-0.18388139|0.074566685|-0.10710049|0.14538169|0.014955409|0.19236808|-0.010905408|-0.042132918|0.1168083|-0.001715615|0.032492153|-0.19656225|0.23940402|-0.10456047|0.01273556|0.008531651|-0.12604813|-0.11813898|0.05208383|-0.1495024|-0.121082|0.051212654|-0.0012672734|0.05012124|0.048662394|-0.15944256|0.009889019|-0.05222723|0.0754005|0.081722826|0.040514234|-0.09240963|0.03880494|0.10567759|-0.031324096|-0.013250722|0.10667871|-0.049637236|0.16896996|-0.020341925|-0.24872571|-0.005970281|-0.001755148|0.09055098|0.0035757541|-0.13937478|0.23742056|-0.055112403|-0.015280364|-0.08949555|0.056689553|-0.052684024|-0.08185247|-0.1358614|-0.016940184|0.061803214|0.06353099|-0.091810994|0.13490058|-0.030232998|-0.2711186|0.12782171|0.07617635|-0.08308047|-0.14722383|0.035348322|-0.011330822|-0.07111684|0.051042907|0.014852958|0.058745246|0.097642735|-0.0023403945|0.0021459386|0.07827088|0.0286731
982;-0.016866906|-0.06690787|-0.0048086257|0.14616105|-0.07322015|-0.045332443|0.045122802|0.061907563|-0.12449096|-0.053741943|0.13461636|-0.046769403|0.038768895|-2.910869e-05|-0.0958382|-0.01804441|-0.14324264|0.102363914|-0.045380574|0.09957713|-0.12520924|-0.08190708|0.08450837|0.09766388|0.034827758|0.11659905|0.058741745|-0.068037465|-0.07364593|0.12340607|0.05166962|0.018734666|-0.0039968044|-0.1281349|-0.043764416|0.019222567|0.14077227|-0.075173676|-0.20489882|0.05023392|0.08791676|-0.0687296|-0.012095724|0.053817287|0.07175907|-0.054983217|-0.09404143|-0.18450736|0.15249054|0.12872733|-0.045077957|0.041651685|0.08812069|0.063989304|-0.004252331|0.119958095|-0.04468058|-0.038634412|0.07783269|0.037542008|0.12155355|0.026465587|0.09599139|-0.15638392|-0.049941108|0.008204471|-0.036363102|0.068870515|0.05008763|-0.12382646|-0.01743965|0.011810077|-0.0898453|0.09150641|-0.11475047|0.056027714|0.037791546|0.11499642|0.08102132|-0.09157406|-0.053018197|0.090895765|0.04273236|-0.07102084|-0.075429335|0.06771192|-0.0635731|0.057210095|-0.025754644|0.12873328|0.06339075|-0.05642519|-0.03518346|-0.04863654|-0.017181633|-0.03312634|0.1336133|0.15772691|0.09093433|-0.09187272
983;0.08346522|0.1786897|-0.1779965|-0.12611955|-0.22583985|0.15926431|-0.12196064|0.00079933164|0.22542354|0.025528206|-0.050554637|0.14459814|0.00846951|0.1458712|0.012494762|-0.10076384|0.18756609|-0.048178446|-0.026264168|0.14539288|0.08776963|-0.1243543|0.16931464|0.1199501|0.07194852|0.13762428|-0.009659934|0.024739807|-0.018708143|-0.11117986|-0.011984244|-0.01870033|0.12215233|0.20546491|-0.018281026|-0.22685544|0.12114049|-0.19157778|0.070636876|0.012025542|-0.10645889|-0.01307405|0.08851136|0.18085161|0.10307356|-0.0004950515|0.0869299|-0.18061237|0.1630916|-0.09527788|-0.00929934|-0.25870365|-0.15882446|0.0370789|0.03308722|-0.011933273|-0.08576181|0.054573674|0.03372794|0.13228607|-0.046028398|0.02566752|-0.07831835|0.16089442|-0.019107625|-0.12504603|-0.01959618|-0.017716328|0.0034402704|-0.15251577|0.14743218|-0.08768508|0.060147274|-0.037556462|-0.02995451|-0.11481174|0.043580182|0.08178344|0.051458824|-0.11941293|0.0171454|-0.00015245995|0.047696922|-0.10193073|0.10591501|-0.009992451|-0.15135662|0.063761264|-0.0743612|0.19282362|0.048853744|0.09389179|-0.030292565|-0.054236434|-0.12780303|-0.044960603|-0.004131507|-0.041542497|0.26743582|-0.07688519
984;-0.118758485|0.124845676|-0.0133102285|0.035833966|0.04928016|0.08831651|0.0118371835|-0.14845462|-0.079930596|-0.115906775|-0.06411208|0.0013090323|0.111100025|-0.06413462|-0.01421909|0.08447007|-0.059780523|-0.058138203|0.10072878|-0.04255386|-0.027401928|0.06637502|-0.00020618203|0.00049854623|-0.0030394108|0.11060894|-0.20354189|-0.028630301|0.02894224|0.12134137|-0.10633753|-0.028666168|-0.02505377|0.090419486|0.04526975|0.023573278|-0.032897983|0.054506388|0.054599956|-0.17127421|0.10039467|-0.02297052|0.010764504|0.035714068|0.0046079177|-0.08541491|0.106044844|-0.03988685|0.08438093|0.06095689|-0.0658537|0.052855145|-0.081106275|0.07461389|-0.050555598|-0.17491286|-0.010380851|-0.08045076|0.0369978|-0.08467527|0.06733767|0.092391066|0.0035565877|-0.08237866|0.0017538699|0.027955873|-0.07173054|0.054499865|0.17255262|0.038201|-0.046393275|0.017714253|-0.14563966|0.028544025|0.06779868|0.013182092|0.01692201|-0.095799066|-0.01333952|0.033138458|0.12726818|-0.054189987|0.00086398475|0.026566105|-0.040754773|-0.04855755|-0.010029853|0.12382656|-0.092825875|0.08241443|-0.13187802|-0.16611078|-0.0055631422|-0.09436703|0.01745207|0.051301524|-0.035130914|0.17289779|0.122052066|0.039026313
985;0.007741761|0.19303757|-0.12485095|0.10413548|-0.050504606|0.016921612|0.027613388|0.09513254|-0.09873238|0.03909945|-0.12410034|-0.095468305|0.118995674|0.032462098|0.039726555|0.016146878|-0.07826058|0.084773615|-0.03900336|-0.1015043|-0.016538223|-0.012546524|0.11185971|0.018207747|-0.030788764|-0.024603141|-0.034919355|-0.11613425|0.041183215|0.039386544|-0.021319335|0.07195663|0.12847449|0.039560765|0.012652986|0.047091667|0.045250874|0.093951054|-0.09695954|-0.08860082|-0.012731571|0.09495859|-0.06068646|0.12831903|-0.13529338|-0.02308857|-0.08985835|0.03502354|-0.013810116|0.12847513|-0.004372903|-0.0605482|0.008436357|-0.015884759|0.02278499|-0.048146866|0.090678155|-0.10702307|0.04647008|-0.22548355|-0.04950144|0.10498427|-0.035462137|0.04059935|0.08773712|-0.21191369|-0.20802736|0.11850034|0.052159466|0.05067576|-0.07051982|-0.1684869|-0.1339945|0.16265716|0.054222256|-0.113974944|-0.061170075|-0.00036597485|0.09909233|-0.19922447|0.06465757|0.018612908|-0.009464147|-0.06831149|0.052806057|-0.018264655|0.18128033|0.029192617|-0.11358753|-0.077634566|-0.03187251|0.002556038|-0.05560782|0.059689254|0.15935364|-0.031180682|-0.09657398|0.11768949|-0.028101366|-0.020908589
986;0.15296924|-0.034635473|0.0007090593|-0.055647567|0.015787032|0.17083447|0.10782341|0.031954624|0.012258834|0.06876778|-0.04286704|0.13994384|-0.093762375|-0.027632369|0.114495136|-0.0026616522|-0.12212546|0.10879167|-0.13012314|0.059115943|-0.051700708|0.018920047|0.0514332|-0.0005304178|0.076852426|0.081307836|0.01889172|-0.037132524|0.112698615|0.061759327|-0.04884053|-0.08936839|0.099069126|0.016706837|-0.06791425|0.016294261|0.064015284|0.03424265|0.046413887|-0.079470575|-0.014481464|-0.013722595|-0.053432714|0.09628671|0.00213165|-0.004117446|0.057594907|0.121706076|0.03313104|0.13169251|0.07885281|-0.0015762779|0.09428819|-0.034112457|0.0071903905|0.050931025|-0.028384918|-0.04514837|0.08841813|-0.08475598|0.025165888|-0.08440881|0.16557027|-0.057790812|-0.07800761|-0.043752585|0.13578103|-0.1971894|0.074627094|-0.13268477|-0.0393522|0.0604977|0.06276642|0.022802256|-0.023720589|-0.018095193|-0.0024181772|0.024043491|0.025883542|0.16463755|-0.2501971|-0.0341483|-0.030372921|-0.049478613|0.045168415|0.0010320313|0.014686959|-0.10994213|-0.042295996|-0.09328656|0.061281975|0.13133934|0.06759435|-0.032768574|0.11979913|-0.015874684|0.11618898|0.06606617|-0.010870514|0.03800899
